locus_tag	ftype	length_bp	gene	EC_number	COG	product
IBIODCEP_00049	gene	1332				
IBIODCEP_00049	CDS	1332				hypothetical protein
IBIODCEP_00050	gene	390				
IBIODCEP_00050	CDS	390				hypothetical protein
IBIODCEP_00051	gene	333				
IBIODCEP_00051	CDS	333				hypothetical protein
IBIODCEP_00052	gene	834				
IBIODCEP_00052	CDS	834				hypothetical protein
IBIODCEP_00053	gene	417				
IBIODCEP_00053	CDS	417				hypothetical protein
IBIODCEP_00054	gene	684				
IBIODCEP_00054	CDS	684				hypothetical protein
IBIODCEP_00055	gene	909	dut_1			
IBIODCEP_00055	CDS	909	dut_1	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
IBIODCEP_00056	gene	549				
IBIODCEP_00056	CDS	549				hypothetical protein
IBIODCEP_00057	gene	1023				
IBIODCEP_00057	CDS	1023				hypothetical protein
IBIODCEP_00058	gene	1383				
IBIODCEP_00058	CDS	1383				hypothetical protein
IBIODCEP_00059	gene	399	ssb			
IBIODCEP_00059	CDS	399	ssb		COG0629	Single-stranded DNA-binding protein
IBIODCEP_00060	gene	258				
IBIODCEP_00060	CDS	258				hypothetical protein
IBIODCEP_00061	gene	465				
IBIODCEP_00061	CDS	465				hypothetical protein
IBIODCEP_00062	gene	363				
IBIODCEP_00062	CDS	363				hypothetical protein
IBIODCEP_00063	gene	174				
IBIODCEP_00063	CDS	174				hypothetical protein
IBIODCEP_00064	gene	255				
IBIODCEP_00064	CDS	255				hypothetical protein
IBIODCEP_00065	gene	483				
IBIODCEP_00065	CDS	483				hypothetical protein
IBIODCEP_00066	gene	198				
IBIODCEP_00066	CDS	198				hypothetical protein
IBIODCEP_00067	gene	753				
IBIODCEP_00067	CDS	753				hypothetical protein
IBIODCEP_00068	gene	168				
IBIODCEP_00068	CDS	168				hypothetical protein
IBIODCEP_00069	gene	219				
IBIODCEP_00069	CDS	219				hypothetical protein
IBIODCEP_00070	gene	282				
IBIODCEP_00070	CDS	282				hypothetical protein
IBIODCEP_00071	gene	1002				
IBIODCEP_00071	CDS	1002				hypothetical protein
IBIODCEP_00072	gene	702	dnaA_1			
IBIODCEP_00072	CDS	702	dnaA_1			Chromosomal replication initiator protein DnaA
IBIODCEP_00073	gene	882				
IBIODCEP_00073	CDS	882				hypothetical protein
IBIODCEP_00074	gene	150				
IBIODCEP_00074	CDS	150				hypothetical protein
IBIODCEP_00075	gene	717	yycJ_1			
IBIODCEP_00075	CDS	717	yycJ_1	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
IBIODCEP_00076	gene	975				
IBIODCEP_00076	CDS	975				hypothetical protein
IBIODCEP_00077	gene	1965	smc_1			
IBIODCEP_00077	CDS	1965	smc_1			Chromosome partition protein Smc
IBIODCEP_00078	gene	525				
IBIODCEP_00078	CDS	525				hypothetical protein
IBIODCEP_00079	gene	234				
IBIODCEP_00079	CDS	234				hypothetical protein
IBIODCEP_00080	gene	462				
IBIODCEP_00080	CDS	462				hypothetical protein
IBIODCEP_00081	gene	192				
IBIODCEP_00081	CDS	192				hypothetical protein
IBIODCEP_00082	gene	441				
IBIODCEP_00082	CDS	441				hypothetical protein
IBIODCEP_00083	gene	255				
IBIODCEP_00083	CDS	255				hypothetical protein
IBIODCEP_00084	gene	204				
IBIODCEP_00084	CDS	204				hypothetical protein
IBIODCEP_00085	gene	357				
IBIODCEP_00085	CDS	357				hypothetical protein
IBIODCEP_00086	gene	537				
IBIODCEP_00086	CDS	537				hypothetical protein
IBIODCEP_00087	gene	945				
IBIODCEP_00087	CDS	945				hypothetical protein
IBIODCEP_00088	gene	522				
IBIODCEP_00088	CDS	522				hypothetical protein
IBIODCEP_00089	gene	1062	xerC_1			
IBIODCEP_00089	CDS	1062	xerC_1			Tyrosine recombinase XerC
IBIODCEP_00090	gene	1536	guaA			
IBIODCEP_00090	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
IBIODCEP_00091	gene	1623	groL			
IBIODCEP_00091	CDS	1623	groL		COG0459	60 kDa chaperonin
IBIODCEP_00092	gene	282	groS			
IBIODCEP_00092	CDS	282	groS		COG0234	10 kDa chaperonin
IBIODCEP_00093	gene	1482	clsA_1			
IBIODCEP_00093	CDS	1482	clsA_1	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
IBIODCEP_00094	gene	876				
IBIODCEP_00094	CDS	876				hypothetical protein
IBIODCEP_00095	gene	384				
IBIODCEP_00095	CDS	384			COG1302	Alkaline shock protein 23
IBIODCEP_00096	gene	495				
IBIODCEP_00096	CDS	495				hypothetical protein
IBIODCEP_00097	gene	846				
IBIODCEP_00097	CDS	846				hypothetical protein
IBIODCEP_00098	gene	1431				
IBIODCEP_00098	CDS	1431				hypothetical protein
IBIODCEP_00099	gene	387				
IBIODCEP_00099	CDS	387				hypothetical protein
IBIODCEP_00100	gene	882				
IBIODCEP_00100	CDS	882		2.7.1.-	COG1597	Putative lipid kinase
IBIODCEP_00101	gene	570	xpt			
IBIODCEP_00101	CDS	570	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
IBIODCEP_00102	gene	1338				
IBIODCEP_00102	CDS	1338				Nucleobase transporter PlUacP
IBIODCEP_00103	gene	426	fabZ			
IBIODCEP_00103	CDS	426	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IBIODCEP_00104	gene	1236	fabF			
IBIODCEP_00104	CDS	1236	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
IBIODCEP_00105	gene	747	fabG_1			
IBIODCEP_00105	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IBIODCEP_00106	gene	939	fabD			
IBIODCEP_00106	CDS	939	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
IBIODCEP_00107	gene	939				
IBIODCEP_00107	CDS	939		1.6.5.11	COG2070	NADH:quinone reductase
IBIODCEP_00108	gene	225	acpP_1			
IBIODCEP_00108	CDS	225	acpP_1		COG0236	Acyl carrier protein
IBIODCEP_00109	gene	1017	fabH			
IBIODCEP_00109	CDS	1017	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
IBIODCEP_00110	gene	480				
IBIODCEP_00110	CDS	480				hypothetical protein
IBIODCEP_00111	gene	744	accA			
IBIODCEP_00111	CDS	744	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IBIODCEP_00112	gene	858	accD			
IBIODCEP_00112	CDS	858	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IBIODCEP_00113	gene	1425	accC			
IBIODCEP_00113	CDS	1425	accC	6.3.4.14	COG0439	Biotin carboxylase
IBIODCEP_00114	gene	531				
IBIODCEP_00114	CDS	531				hypothetical protein
IBIODCEP_00115	gene	870	sigF			
IBIODCEP_00115	CDS	870	sigF		COG1191	RNA polymerase sigma-F factor
IBIODCEP_00116	gene	492	ycdZ			
IBIODCEP_00116	CDS	492	ycdZ			Inner membrane protein YcdZ
IBIODCEP_00117	gene	1200	mnmE_1			
IBIODCEP_00117	CDS	1200	mnmE_1	3.6.-.-		tRNA modification GTPase MnmE
IBIODCEP_00118	gene	1404	bioB_1			
IBIODCEP_00118	CDS	1404	bioB_1	2.8.1.6		Biotin synthase
IBIODCEP_00119	gene	135				
IBIODCEP_00119	CDS	135				hypothetical protein
IBIODCEP_00120	gene	1053				
IBIODCEP_00120	CDS	1053		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
IBIODCEP_00121	gene	246				
IBIODCEP_00121	CDS	246				hypothetical protein
IBIODCEP_00122	gene	1875	fruA			
IBIODCEP_00122	CDS	1875	fruA		COG1299	PTS system fructose-specific EIIABC component
IBIODCEP_00123	gene	915	lacC			
IBIODCEP_00123	CDS	915	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
IBIODCEP_00124	gene	753	lacR			
IBIODCEP_00124	CDS	753	lacR			Lactose phosphotransferase system repressor
IBIODCEP_00125	gene	846				
IBIODCEP_00125	CDS	846				hypothetical protein
IBIODCEP_00126	gene	1929				
IBIODCEP_00126	CDS	1929				hypothetical protein
IBIODCEP_00127	gene	903				
IBIODCEP_00127	CDS	903		3.1.1.23	COG2267	Monoacylglycerol lipase
IBIODCEP_00128	gene	426				
IBIODCEP_00128	CDS	426			COG0716	Flavodoxin
IBIODCEP_00129	gene	585				
IBIODCEP_00129	CDS	585				hypothetical protein
IBIODCEP_00130	gene	2070	glyS			
IBIODCEP_00130	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
IBIODCEP_00131	gene	885	glyQ			
IBIODCEP_00131	CDS	885	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
IBIODCEP_00132	gene	609				
IBIODCEP_00132	CDS	609				hypothetical protein
IBIODCEP_00133	gene	747	recO			
IBIODCEP_00133	CDS	747	recO		COG1381	DNA repair protein RecO
IBIODCEP_00134	gene	1377				
IBIODCEP_00134	CDS	1377			COG2239	Magnesium transporter MgtE
IBIODCEP_00135	gene	903	era			
IBIODCEP_00135	CDS	903	era			GTPase Era
IBIODCEP_00136	gene	897				
IBIODCEP_00136	CDS	897				hypothetical protein
IBIODCEP_00137	gene	462	ybeY			
IBIODCEP_00137	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
IBIODCEP_00138	gene	1059				
IBIODCEP_00138	CDS	1059			COG1702	PhoH-like protein
IBIODCEP_00139	gene	552	hpf			
IBIODCEP_00139	CDS	552	hpf			Ribosome hibernation promotion factor
IBIODCEP_00140	gene	924	fba			
IBIODCEP_00140	CDS	924	fba	4.1.2.13		Fructose-bisphosphate aldolase
IBIODCEP_00141	gene	906				
IBIODCEP_00141	CDS	906				hypothetical protein
IBIODCEP_00142	gene	1104				
IBIODCEP_00142	CDS	1104				hypothetical protein
IBIODCEP_00143	gene	1545				
IBIODCEP_00143	CDS	1545				hypothetical protein
IBIODCEP_00144	gene	765	cbiJ			
IBIODCEP_00144	CDS	765	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
IBIODCEP_00145	gene	726	cbiH			
IBIODCEP_00145	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
IBIODCEP_00146	gene	1200	cbiG			
IBIODCEP_00146	CDS	1200	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
IBIODCEP_00147	gene	759	cbiF			
IBIODCEP_00147	CDS	759	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
IBIODCEP_00148	gene	567	cbiT			
IBIODCEP_00148	CDS	567	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
IBIODCEP_00149	gene	720	cbiE			
IBIODCEP_00149	CDS	720	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
IBIODCEP_00150	gene	1167	cbiD			
IBIODCEP_00150	CDS	1167	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
IBIODCEP_00151	gene	639	cbiC			
IBIODCEP_00151	CDS	639	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
IBIODCEP_00152	gene	885	pduX			
IBIODCEP_00152	CDS	885	pduX	2.7.1.177	COG4542	L-threonine kinase
IBIODCEP_00153	gene	1092	cobD_1			
IBIODCEP_00153	CDS	1092	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
IBIODCEP_00154	gene	1041	cobD_2			
IBIODCEP_00154	CDS	1041	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
IBIODCEP_00155	gene	1395	cbiA			
IBIODCEP_00155	CDS	1395	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
IBIODCEP_00156	gene	1503	cobQ			
IBIODCEP_00156	CDS	1503	cobQ			Cobyric acid synthase
IBIODCEP_00157	gene	639	pspA_1			
IBIODCEP_00157	CDS	639	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
IBIODCEP_00158	gene	771	cobS			
IBIODCEP_00158	CDS	771	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
IBIODCEP_00159	gene	588	cobU			
IBIODCEP_00159	CDS	588	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
IBIODCEP_00160	gene	1083	cobT			
IBIODCEP_00160	CDS	1083	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
IBIODCEP_00161	gene	1173	ctpB			
IBIODCEP_00161	CDS	1173	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
IBIODCEP_00162	gene	936	aptB			
IBIODCEP_00162	CDS	936	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
IBIODCEP_00163	gene	813	aptA			
IBIODCEP_00163	CDS	813	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
IBIODCEP_00164	gene	372	acpS			
IBIODCEP_00164	CDS	372	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
IBIODCEP_00165	gene	1320	sasA_1			
IBIODCEP_00165	CDS	1320	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
IBIODCEP_00166	gene	654	qseB_1			
IBIODCEP_00166	CDS	654	qseB_1			Transcriptional regulatory protein QseB
IBIODCEP_00167	gene	1377				
IBIODCEP_00167	CDS	1377				hypothetical protein
IBIODCEP_00168	gene	645				
IBIODCEP_00168	CDS	645			COG1136	putative ABC transporter ATP-binding protein
IBIODCEP_00169	gene	1278				
IBIODCEP_00169	CDS	1278				hypothetical protein
IBIODCEP_00170	gene	891				
IBIODCEP_00170	CDS	891				hypothetical protein
IBIODCEP_00171	gene	1161	resA			
IBIODCEP_00171	CDS	1161	resA			Thiol-disulfide oxidoreductase ResA
IBIODCEP_00172	gene	1440	miaB			
IBIODCEP_00172	CDS	1440	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IBIODCEP_00173	gene	558				
IBIODCEP_00173	CDS	558				hypothetical protein
IBIODCEP_00174	gene	1659	glnS			
IBIODCEP_00174	CDS	1659	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
IBIODCEP_00175	gene	738				
IBIODCEP_00175	CDS	738				hypothetical protein
IBIODCEP_00176	gene	2844				
IBIODCEP_00176	CDS	2844				hypothetical protein
IBIODCEP_00177	gene	1980				
IBIODCEP_00177	CDS	1980				hypothetical protein
IBIODCEP_00178	gene	177				
IBIODCEP_00178	CDS	177				hypothetical protein
IBIODCEP_00179	gene	1023	lnpD			
IBIODCEP_00179	CDS	1023	lnpD	5.1.3.2		UDP-glucose 4-epimerase
IBIODCEP_00180	gene	1104				
IBIODCEP_00180	CDS	1104				hypothetical protein
IBIODCEP_00181	gene	1230				
IBIODCEP_00181	CDS	1230				hypothetical protein
IBIODCEP_00182	gene	1005	asnA			
IBIODCEP_00182	CDS	1005	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
IBIODCEP_00183	gene	531	hpt_1			
IBIODCEP_00183	CDS	531	hpt_1	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
IBIODCEP_00184	gene	795				
IBIODCEP_00184	CDS	795				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
IBIODCEP_00185	gene	1236	baiN			
IBIODCEP_00185	CDS	1236	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
IBIODCEP_00186	gene	465				
IBIODCEP_00186	CDS	465				hypothetical protein
IBIODCEP_00187	gene	1764				
IBIODCEP_00187	CDS	1764				hypothetical protein
IBIODCEP_00188	gene	3534				
IBIODCEP_00188	CDS	3534		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
IBIODCEP_00189	gene	4416				
IBIODCEP_00189	CDS	4416				hypothetical protein
IBIODCEP_00190	gene	882	licT			
IBIODCEP_00190	CDS	882	licT		COG3711	Transcription antiterminator LicT
IBIODCEP_00191	gene	2154	ptsG			
IBIODCEP_00191	CDS	2154	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
IBIODCEP_00192	gene	681				
IBIODCEP_00192	CDS	681				hypothetical protein
IBIODCEP_00193	gene	219				
IBIODCEP_00193	CDS	219				hypothetical protein
IBIODCEP_00194	gene	1416	aroA			
IBIODCEP_00194	CDS	1416	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
IBIODCEP_00195	gene	1077	aroC			
IBIODCEP_00195	CDS	1077	aroC	4.2.3.5	COG0082	Chorismate synthase
IBIODCEP_00196	gene	792	aroK			
IBIODCEP_00196	CDS	792	aroK	2.7.1.71		Shikimate kinase
IBIODCEP_00197	gene	1860	asnB			
IBIODCEP_00197	CDS	1860	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
IBIODCEP_00198	gene	1572				
IBIODCEP_00198	CDS	1572				hypothetical protein
IBIODCEP_00199	gene	1401	asnS			
IBIODCEP_00199	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
IBIODCEP_00200	gene	894				
IBIODCEP_00200	CDS	894				hypothetical protein
IBIODCEP_00201	gene	528				
IBIODCEP_00201	CDS	528				hypothetical protein
IBIODCEP_00202	gene	1698	tycB			
IBIODCEP_00202	CDS	1698	tycB			Tyrocidine synthase 2
IBIODCEP_00203	gene	897	ddl			
IBIODCEP_00203	CDS	897	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
IBIODCEP_00204	gene	1266	cinA			
IBIODCEP_00204	CDS	1266	cinA		COG1058	Putative competence-damage inducible protein
IBIODCEP_00205	gene	804	ywpJ			
IBIODCEP_00205	CDS	804	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
IBIODCEP_00206	gene	567				
IBIODCEP_00206	CDS	567				hypothetical protein
IBIODCEP_00207	gene	954				
IBIODCEP_00207	CDS	954				hypothetical protein
IBIODCEP_00208	gene	576				
IBIODCEP_00208	CDS	576				hypothetical protein
IBIODCEP_00209	gene	594				
IBIODCEP_00209	CDS	594				hypothetical protein
IBIODCEP_00210	gene	771				
IBIODCEP_00210	CDS	771				hypothetical protein
IBIODCEP_00211	gene	336				
IBIODCEP_00211	CDS	336				hypothetical protein
IBIODCEP_00212	gene	684				
IBIODCEP_00212	CDS	684				hypothetical protein
IBIODCEP_00213	gene	1452				
IBIODCEP_00213	CDS	1452				hypothetical protein
IBIODCEP_00214	gene	1647	gltX			
IBIODCEP_00214	CDS	1647	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
IBIODCEP_00215	gene	1422	purF			
IBIODCEP_00215	CDS	1422	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
IBIODCEP_00216	gene	2277	topB			
IBIODCEP_00216	CDS	2277	topB	5.6.2.1		DNA topoisomerase 3
IBIODCEP_00217	gene	891	ttcA			
IBIODCEP_00217	CDS	891	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
IBIODCEP_00218	gene	519	polC_1			
IBIODCEP_00218	CDS	519	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
IBIODCEP_00219	gene	1044	mtgA_1			
IBIODCEP_00219	CDS	1044	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
IBIODCEP_00220	gene	855	sseB			
IBIODCEP_00220	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
IBIODCEP_00221	gene	894				
IBIODCEP_00221	CDS	894			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
IBIODCEP_00222	gene	1389	gltD			
IBIODCEP_00222	CDS	1389	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
IBIODCEP_00223	gene	705				
IBIODCEP_00223	CDS	705				hypothetical protein
IBIODCEP_00224	gene	732	rluB			
IBIODCEP_00224	CDS	732	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
IBIODCEP_00225	gene	942	hexR			
IBIODCEP_00225	CDS	942	hexR		COG1737	HTH-type transcriptional regulator HexR
IBIODCEP_00226	gene	651	pspA_2			
IBIODCEP_00226	CDS	651	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
IBIODCEP_00227	gene	1257				
IBIODCEP_00227	CDS	1257			COG2081	putative protein
IBIODCEP_00228	gene	660	cmk			
IBIODCEP_00228	CDS	660	cmk	2.7.4.25	COG0283	Cytidylate kinase
IBIODCEP_00229	gene	615	plsC			
IBIODCEP_00229	CDS	615	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
IBIODCEP_00230	gene	831	ispH			
IBIODCEP_00230	CDS	831	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
IBIODCEP_00231	gene	1896	ftsH4			
IBIODCEP_00231	CDS	1896	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
IBIODCEP_00232	gene	489				
IBIODCEP_00232	CDS	489				hypothetical protein
IBIODCEP_00233	gene	636	lexA			
IBIODCEP_00233	CDS	636	lexA	3.4.21.88	COG1974	LexA repressor
IBIODCEP_00234	gene	1140	xerD			
IBIODCEP_00234	CDS	1140	xerD		COG4974	Tyrosine recombinase XerD
IBIODCEP_00235	gene	1053	ltaE			
IBIODCEP_00235	CDS	1053	ltaE	4.1.2.48		Low specificity L-threonine aldolase
IBIODCEP_00236	gene	1356	prpC_1			
IBIODCEP_00236	CDS	1356	prpC_1	2.3.3.5	COG0372	2-methylcitrate synthase
IBIODCEP_00237	gene	849				
IBIODCEP_00237	CDS	849				DegV domain-containing protein
IBIODCEP_00238	gene	819				
IBIODCEP_00238	CDS	819				hypothetical protein
IBIODCEP_00239	gene	858	trmB			
IBIODCEP_00239	CDS	858	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
IBIODCEP_00240	gene	1479	malQ			
IBIODCEP_00240	CDS	1479	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
IBIODCEP_00241	gene	1944				
IBIODCEP_00241	CDS	1944				hypothetical protein
IBIODCEP_00242	gene	1866	glgB			
IBIODCEP_00242	CDS	1866	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
IBIODCEP_00243	gene	1173	glgC			
IBIODCEP_00243	CDS	1173	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
IBIODCEP_00244	gene	1107	glgD			
IBIODCEP_00244	CDS	1107	glgD		COG0448	Glycogen biosynthesis protein GlgD
IBIODCEP_00245	gene	1425	glgA			
IBIODCEP_00245	CDS	1425	glgA	2.4.1.21	COG0297	Glycogen synthase
IBIODCEP_00246	gene	2391	glgP			
IBIODCEP_00246	CDS	2391	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
IBIODCEP_00247	gene	2430				
IBIODCEP_00247	CDS	2430				hypothetical protein
IBIODCEP_00248	gene	1365				
IBIODCEP_00248	CDS	1365				hypothetical protein
IBIODCEP_00249	gene	873	moaA_1			
IBIODCEP_00249	CDS	873	moaA_1	4.1.99.22		GTP 3',8-cyclase
IBIODCEP_00250	gene	1629				
IBIODCEP_00250	CDS	1629				hypothetical protein
IBIODCEP_00251	gene	1002	add			
IBIODCEP_00251	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
