locus_tag	ftype	length_bp	gene	EC_number	COG	product
KEBPCLKB_00059	CDS	660	sigH		COG1595	RNA polymerase sigma-H factor
KEBPCLKB_00060	gene	264				
KEBPCLKB_00060	CDS	264				hypothetical protein
KEBPCLKB_00061	gene	315				
KEBPCLKB_00061	CDS	315				hypothetical protein
KEBPCLKB_00062	gene	984				
KEBPCLKB_00062	CDS	984				hypothetical protein
KEBPCLKB_00063	gene	750	cseB			
KEBPCLKB_00063	CDS	750	cseB		COG0745	Transcriptional regulatory protein CseB
KEBPCLKB_00064	gene	1074	lytC_1			
KEBPCLKB_00064	CDS	1074	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
KEBPCLKB_00065	gene	993	lytC_2			
KEBPCLKB_00065	CDS	993	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
KEBPCLKB_00066	gene	2433				
KEBPCLKB_00066	CDS	2433				hypothetical protein
KEBPCLKB_00067	gene	162				
KEBPCLKB_00067	CDS	162				hypothetical protein
KEBPCLKB_00068	gene	207				
KEBPCLKB_00068	CDS	207				hypothetical protein
KEBPCLKB_00069	gene	672				
KEBPCLKB_00069	CDS	672				hypothetical protein
KEBPCLKB_00070	gene	933				
KEBPCLKB_00070	CDS	933				hypothetical protein
KEBPCLKB_00071	gene	342				
KEBPCLKB_00071	CDS	342				hypothetical protein
KEBPCLKB_00072	gene	441				
KEBPCLKB_00072	CDS	441				hypothetical protein
KEBPCLKB_00073	gene	1422				
KEBPCLKB_00073	CDS	1422				hypothetical protein
KEBPCLKB_00074	gene	1242				
KEBPCLKB_00074	CDS	1242				hypothetical protein
KEBPCLKB_00075	gene	342	rplQ			
KEBPCLKB_00075	CDS	342	rplQ		COG0203	50S ribosomal protein L17
KEBPCLKB_00076	gene	948	rpoA			
KEBPCLKB_00076	CDS	948	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
KEBPCLKB_00077	gene	402	rpsK			
KEBPCLKB_00077	CDS	402	rpsK			30S ribosomal protein S11
KEBPCLKB_00078	gene	369	rpsM			
KEBPCLKB_00078	CDS	369	rpsM		COG0099	30S ribosomal protein S13
KEBPCLKB_00079	gene	114	rpmJ			
KEBPCLKB_00079	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
KEBPCLKB_00080	gene	219	infA			
KEBPCLKB_00080	CDS	219	infA		COG0361	Translation initiation factor IF-1
KEBPCLKB_00081	gene	270				
KEBPCLKB_00081	CDS	270				hypothetical protein
KEBPCLKB_00082	gene	642	adk			
KEBPCLKB_00082	CDS	642	adk	2.7.4.3		Adenylate kinase
KEBPCLKB_00083	gene	1269	secY			
KEBPCLKB_00083	CDS	1269	secY		COG0201	Protein translocase subunit SecY
KEBPCLKB_00084	gene	444	rplO			
KEBPCLKB_00084	CDS	444	rplO			50S ribosomal protein L15
KEBPCLKB_00085	gene	186	rpmD			
KEBPCLKB_00085	CDS	186	rpmD			50S ribosomal protein L30
KEBPCLKB_00086	gene	510	rpsE			
KEBPCLKB_00086	CDS	510	rpsE		COG0098	30S ribosomal protein S5
KEBPCLKB_00087	gene	369	rplR			
KEBPCLKB_00087	CDS	369	rplR		COG0256	50S ribosomal protein L18
KEBPCLKB_00088	gene	543	rplF			
KEBPCLKB_00088	CDS	543	rplF			50S ribosomal protein L6
KEBPCLKB_00089	gene	399	rpsH			
KEBPCLKB_00089	CDS	399	rpsH			30S ribosomal protein S8
KEBPCLKB_00090	gene	186	rpsZ			
KEBPCLKB_00090	CDS	186	rpsZ			30S ribosomal protein S14 type Z
KEBPCLKB_00091	gene	543	rplE			
KEBPCLKB_00091	CDS	543	rplE			50S ribosomal protein L5
KEBPCLKB_00092	gene	309	rplX			
KEBPCLKB_00092	CDS	309	rplX		COG0198	50S ribosomal protein L24
KEBPCLKB_00093	gene	369	rplN			
KEBPCLKB_00093	CDS	369	rplN		COG0093	50S ribosomal protein L14
KEBPCLKB_00094	gene	255	rpsQ			
KEBPCLKB_00094	CDS	255	rpsQ			30S ribosomal protein S17
KEBPCLKB_00095	gene	204	rpmC			
KEBPCLKB_00095	CDS	204	rpmC			50S ribosomal protein L29
KEBPCLKB_00096	gene	429	rplP			
KEBPCLKB_00096	CDS	429	rplP		COG0197	50S ribosomal protein L16
KEBPCLKB_00097	gene	795	rpsC			
KEBPCLKB_00097	CDS	795	rpsC		COG0092	30S ribosomal protein S3
KEBPCLKB_00098	gene	339	rplV			
KEBPCLKB_00098	CDS	339	rplV		COG0091	50S ribosomal protein L22
KEBPCLKB_00099	gene	282	rpsS			
KEBPCLKB_00099	CDS	282	rpsS			30S ribosomal protein S19
KEBPCLKB_00100	gene	831	rplB			
KEBPCLKB_00100	CDS	831	rplB			50S ribosomal protein L2
KEBPCLKB_00101	gene	291	rplW			
KEBPCLKB_00101	CDS	291	rplW			50S ribosomal protein L23
KEBPCLKB_00102	gene	624	rplD			
KEBPCLKB_00102	CDS	624	rplD			50S ribosomal protein L4
KEBPCLKB_00103	gene	630	rplC			
KEBPCLKB_00103	CDS	630	rplC		COG0087	50S ribosomal protein L3
KEBPCLKB_00104	gene	312	rpsJ			
KEBPCLKB_00104	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
KEBPCLKB_00105	gene	846				
KEBPCLKB_00105	CDS	846		1.-.-.-		putative oxidoreductase
KEBPCLKB_00106	gene	1752				
KEBPCLKB_00106	CDS	1752				hypothetical protein
KEBPCLKB_00107	gene	339				
KEBPCLKB_00107	CDS	339				hypothetical protein
KEBPCLKB_00108	gene	219				
KEBPCLKB_00108	CDS	219				hypothetical protein
KEBPCLKB_00109	gene	486				
KEBPCLKB_00109	CDS	486				hypothetical protein
KEBPCLKB_00110	gene	3441	pycA			
KEBPCLKB_00110	CDS	3441	pycA	6.4.1.1		Pyruvate carboxylase
KEBPCLKB_00111	gene	89				
KEBPCLKB_00111	rRNA	89				5S ribosomal RNA (partial)
KEBPCLKB_00112	gene	915	lacC			
KEBPCLKB_00112	CDS	915	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
KEBPCLKB_00113	gene	753	lacR			
KEBPCLKB_00113	CDS	753	lacR			Lactose phosphotransferase system repressor
KEBPCLKB_00114	gene	846				
KEBPCLKB_00114	CDS	846				hypothetical protein
KEBPCLKB_00115	gene	1929				
KEBPCLKB_00115	CDS	1929				hypothetical protein
KEBPCLKB_00116	gene	903				
KEBPCLKB_00116	CDS	903		3.1.1.23	COG2267	Monoacylglycerol lipase
KEBPCLKB_00117	gene	426				
KEBPCLKB_00117	CDS	426			COG0716	Flavodoxin
KEBPCLKB_00118	gene	585				
KEBPCLKB_00118	CDS	585				hypothetical protein
KEBPCLKB_00119	gene	2070	glyS			
KEBPCLKB_00119	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KEBPCLKB_00120	gene	885	glyQ			
KEBPCLKB_00120	CDS	885	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
KEBPCLKB_00121	gene	609				
KEBPCLKB_00121	CDS	609				hypothetical protein
KEBPCLKB_00122	gene	747	recO			
KEBPCLKB_00122	CDS	747	recO		COG1381	DNA repair protein RecO
KEBPCLKB_00123	gene	1377				
KEBPCLKB_00123	CDS	1377			COG2239	Magnesium transporter MgtE
KEBPCLKB_00124	gene	903	era			
KEBPCLKB_00124	CDS	903	era			GTPase Era
KEBPCLKB_00125	gene	897				
KEBPCLKB_00125	CDS	897				hypothetical protein
KEBPCLKB_00126	gene	462	ybeY			
KEBPCLKB_00126	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
KEBPCLKB_00127	gene	1059				
KEBPCLKB_00127	CDS	1059			COG1702	PhoH-like protein
KEBPCLKB_00128	gene	552	hpf			
KEBPCLKB_00128	CDS	552	hpf			Ribosome hibernation promotion factor
KEBPCLKB_00129	gene	924	fba			
KEBPCLKB_00129	CDS	924	fba	4.1.2.13		Fructose-bisphosphate aldolase
KEBPCLKB_00130	gene	906				
KEBPCLKB_00130	CDS	906				hypothetical protein
KEBPCLKB_00131	gene	1104				
KEBPCLKB_00131	CDS	1104				hypothetical protein
KEBPCLKB_00132	gene	1545				
KEBPCLKB_00132	CDS	1545				hypothetical protein
KEBPCLKB_00133	gene	765	cbiJ			
KEBPCLKB_00133	CDS	765	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
KEBPCLKB_00134	gene	726	cbiH			
KEBPCLKB_00134	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
KEBPCLKB_00135	gene	1200	cbiG			
KEBPCLKB_00135	CDS	1200	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
KEBPCLKB_00136	gene	759	cbiF			
KEBPCLKB_00136	CDS	759	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
KEBPCLKB_00137	gene	567	cbiT			
KEBPCLKB_00137	CDS	567	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
KEBPCLKB_00138	gene	234				
KEBPCLKB_00138	CDS	234				hypothetical protein
KEBPCLKB_00139	gene	621				
KEBPCLKB_00139	CDS	621				hypothetical protein
KEBPCLKB_00140	gene	1035				
KEBPCLKB_00140	CDS	1035				hypothetical protein
KEBPCLKB_00141	gene	657				
KEBPCLKB_00141	CDS	657				hypothetical protein
KEBPCLKB_00142	gene	3216	carB			
KEBPCLKB_00142	CDS	3216	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
KEBPCLKB_00143	gene	1050	carA_1			
KEBPCLKB_00143	CDS	1050	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
KEBPCLKB_00144	gene	723	pyrF			
KEBPCLKB_00144	CDS	723	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
KEBPCLKB_00145	gene	1140				
KEBPCLKB_00145	CDS	1140				hypothetical protein
KEBPCLKB_00146	gene	1128				
KEBPCLKB_00146	CDS	1128				hypothetical protein
KEBPCLKB_00147	gene	297				
KEBPCLKB_00147	CDS	297				hypothetical protein
KEBPCLKB_00148	gene	339				
KEBPCLKB_00148	CDS	339				hypothetical protein
KEBPCLKB_00149	gene	549				
KEBPCLKB_00149	CDS	549				hypothetical protein
KEBPCLKB_00150	gene	1725				
KEBPCLKB_00150	CDS	1725				hypothetical protein
KEBPCLKB_00151	gene	1407				
KEBPCLKB_00151	CDS	1407				hypothetical protein
KEBPCLKB_00152	gene	645				
KEBPCLKB_00152	CDS	645				hypothetical protein
KEBPCLKB_00153	gene	741				
KEBPCLKB_00153	CDS	741				hypothetical protein
KEBPCLKB_00154	gene	1140	pgl			
KEBPCLKB_00154	CDS	1140	pgl	3.1.1.31		6-phosphogluconolactonase
KEBPCLKB_00155	gene	369	rplL			
KEBPCLKB_00155	CDS	369	rplL			50S ribosomal protein L7/L12
KEBPCLKB_00156	gene	522	rplJ			
KEBPCLKB_00156	CDS	522	rplJ		COG0244	50S ribosomal protein L10
KEBPCLKB_00157	gene	699	rplA			
KEBPCLKB_00157	CDS	699	rplA			50S ribosomal protein L1
KEBPCLKB_00158	gene	426	rplK			
KEBPCLKB_00158	CDS	426	rplK		COG0080	50S ribosomal protein L11
KEBPCLKB_00159	gene	543	nusG			
KEBPCLKB_00159	CDS	543	nusG			Transcription termination/antitermination protein NusG
KEBPCLKB_00160	gene	207	secE			
KEBPCLKB_00160	CDS	207	secE			Protein translocase subunit SecE
KEBPCLKB_00161	gene	150	rpmG2			
KEBPCLKB_00161	CDS	150	rpmG2			50S ribosomal protein L33 2
KEBPCLKB_00162	gene	489				
KEBPCLKB_00162	CDS	489				hypothetical protein
KEBPCLKB_00163	gene	696				
KEBPCLKB_00163	CDS	696				hypothetical protein
KEBPCLKB_00164	gene	1224	pepT			
KEBPCLKB_00164	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
KEBPCLKB_00165	gene	75				
KEBPCLKB_00165	tRNA	75				tRNA-Arg(tcg)
KEBPCLKB_00166	gene	402				
KEBPCLKB_00166	CDS	402				hypothetical protein
KEBPCLKB_00167	gene	219				
KEBPCLKB_00167	CDS	219				hypothetical protein
KEBPCLKB_00168	gene	1305				
KEBPCLKB_00168	CDS	1305				hypothetical protein
KEBPCLKB_00169	gene	846				
KEBPCLKB_00169	CDS	846				hypothetical protein
KEBPCLKB_00170	gene	765				
KEBPCLKB_00170	CDS	765				hypothetical protein
KEBPCLKB_00171	gene	1296	ftsY			
KEBPCLKB_00171	CDS	1296	ftsY			Signal recognition particle receptor FtsY
KEBPCLKB_00172	gene	3552	smc			
KEBPCLKB_00172	CDS	3552	smc		COG1196	Chromosome partition protein Smc
KEBPCLKB_00173	gene	1071				
KEBPCLKB_00173	CDS	1071				hypothetical protein
KEBPCLKB_00174	gene	708	rnc			
KEBPCLKB_00174	CDS	708	rnc	3.1.26.3	COG0571	Ribonuclease 3
KEBPCLKB_00175	gene	561	efp			
KEBPCLKB_00175	CDS	561	efp		COG0231	Elongation factor P
KEBPCLKB_00176	gene	1695	pgcA			
KEBPCLKB_00176	CDS	1695	pgcA	5.4.2.2		Phosphoglucomutase
KEBPCLKB_00177	gene	726	gamA			
KEBPCLKB_00177	CDS	726	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
KEBPCLKB_00178	gene	3213	srmB			
KEBPCLKB_00178	CDS	3213	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
KEBPCLKB_00179	gene	1074	rpoD			
KEBPCLKB_00179	CDS	1074	rpoD			RNA polymerase sigma factor RpoD
KEBPCLKB_00180	gene	198				
KEBPCLKB_00180	CDS	198				IS200/IS605 family transposase ISSsu4
KEBPCLKB_00181	gene	1944	yjcS			
KEBPCLKB_00181	CDS	1944	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
KEBPCLKB_00182	gene	1326				
KEBPCLKB_00182	CDS	1326				hypothetical protein
KEBPCLKB_00183	gene	729	rsmG			
KEBPCLKB_00183	CDS	729	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
KEBPCLKB_00184	gene	1881	mnmG			
KEBPCLKB_00184	CDS	1881	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
KEBPCLKB_00185	gene	1380	mnmE			
KEBPCLKB_00185	CDS	1380	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
KEBPCLKB_00186	gene	75				
KEBPCLKB_00186	tRNA	75				tRNA-Arg(acg)
KEBPCLKB_00187	gene	1317	cpdA			
KEBPCLKB_00187	CDS	1317	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
KEBPCLKB_00188	gene	186				
KEBPCLKB_00188	CDS	186				hypothetical protein
KEBPCLKB_00189	gene	609				
KEBPCLKB_00189	CDS	609				hypothetical protein
KEBPCLKB_00190	gene	540				
KEBPCLKB_00190	CDS	540				hypothetical protein
KEBPCLKB_00191	gene	1170				
KEBPCLKB_00191	CDS	1170				hypothetical protein
KEBPCLKB_00192	gene	1227				
KEBPCLKB_00192	CDS	1227		3.4.11.-		Aminopeptidase 2
KEBPCLKB_00193	gene	582				
KEBPCLKB_00193	CDS	582				hypothetical protein
KEBPCLKB_00194	gene	552				
KEBPCLKB_00194	CDS	552				hypothetical protein
KEBPCLKB_00195	gene	765	rhaR_1			
KEBPCLKB_00195	CDS	765	rhaR_1			HTH-type transcriptional activator RhaR
KEBPCLKB_00196	gene	693	ispD			
KEBPCLKB_00196	CDS	693	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
KEBPCLKB_00197	gene	489	ispF			
KEBPCLKB_00197	CDS	489	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
KEBPCLKB_00198	gene	816				
KEBPCLKB_00198	CDS	816				hypothetical protein
KEBPCLKB_00199	gene	3123	mupA			
KEBPCLKB_00199	CDS	3123	mupA			mupirocin-resistant isoleucine--tRNA ligase MupA
KEBPCLKB_00200	gene	654	gpsB			
KEBPCLKB_00200	CDS	654	gpsB			Cell cycle protein GpsB
KEBPCLKB_00201	gene	786				
KEBPCLKB_00201	CDS	786				hypothetical protein
KEBPCLKB_00202	gene	258				
KEBPCLKB_00202	CDS	258				hypothetical protein
KEBPCLKB_00203	gene	495	sepF			
KEBPCLKB_00203	CDS	495	sepF			Cell division protein SepF
KEBPCLKB_00204	gene	702				
KEBPCLKB_00204	CDS	702			COG0325	Pyridoxal phosphate homeostasis protein
KEBPCLKB_00205	gene	1011	gpsA			
KEBPCLKB_00205	CDS	1011	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
KEBPCLKB_00206	gene	609	plsY			
KEBPCLKB_00206	CDS	609	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
KEBPCLKB_00207	gene	1329	der			
KEBPCLKB_00207	CDS	1329	der		COG1160	GTPase Der
KEBPCLKB_00208	gene	1281	walK			
KEBPCLKB_00208	CDS	1281	walK	2.7.13.3		Sensor histidine kinase WalK
KEBPCLKB_00209	gene	681	phoP_1			
KEBPCLKB_00209	CDS	681	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KEBPCLKB_00210	gene	516	nrdR			
KEBPCLKB_00210	CDS	516	nrdR		COG1327	Transcriptional repressor NrdR
KEBPCLKB_00211	gene	1161	ftsZ			
KEBPCLKB_00211	CDS	1161	ftsZ		COG0206	Cell division protein FtsZ
KEBPCLKB_00212	gene	1098	murG			
KEBPCLKB_00212	CDS	1098	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KEBPCLKB_00213	gene	1365	murD			
KEBPCLKB_00213	CDS	1365	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
KEBPCLKB_00214	gene	498	mraY			
KEBPCLKB_00214	CDS	498	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KEBPCLKB_00215	gene	768	thiG			
KEBPCLKB_00215	CDS	768	thiG	2.8.1.10	COG2022	Thiazole synthase
KEBPCLKB_00216	gene	729				
KEBPCLKB_00216	CDS	729				hypothetical protein
KEBPCLKB_00217	gene	195				
KEBPCLKB_00217	CDS	195				hypothetical protein
KEBPCLKB_00218	gene	1377	alsT_1			
KEBPCLKB_00218	CDS	1377	alsT_1		COG1115	Amino-acid carrier protein AlsT
KEBPCLKB_00219	gene	1281	serS			
KEBPCLKB_00219	CDS	1281	serS	6.1.1.11	COG0172	Serine--tRNA ligase
KEBPCLKB_00220	gene	1296	lysA			
KEBPCLKB_00220	CDS	1296	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
KEBPCLKB_00221	gene	1089	alr_1			
KEBPCLKB_00221	CDS	1089	alr_1	5.1.1.1		Alanine racemase
KEBPCLKB_00222	gene	1152	scmP			
KEBPCLKB_00222	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
KEBPCLKB_00223	gene	720	dapH			
KEBPCLKB_00223	CDS	720	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
KEBPCLKB_00224	gene	732	dapB			
KEBPCLKB_00224	CDS	732	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
KEBPCLKB_00225	gene	900	dapA_1			
KEBPCLKB_00225	CDS	900	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KEBPCLKB_00226	gene	984	asd_1			
KEBPCLKB_00226	CDS	984	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KEBPCLKB_00227	gene	1206	lysC			
KEBPCLKB_00227	CDS	1206	lysC	2.7.2.4	COG0527	Aspartokinase 2
KEBPCLKB_00228	gene	654				
KEBPCLKB_00228	CDS	654				hypothetical protein
KEBPCLKB_00229	gene	828	exoA			
KEBPCLKB_00229	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
KEBPCLKB_00230	gene	405	tufA			
KEBPCLKB_00230	CDS	405	tufA		COG0050	Elongation factor Tu-A
KEBPCLKB_00231	gene	363	fabH			
KEBPCLKB_00231	CDS	363	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
KEBPCLKB_00232	gene	225	acpP_1			
