locus_tag	ftype	length_bp	gene	EC_number	COG	product
MANLFPEH_00019	CDS	1104	dnaN		COG0592	Beta sliding clamp
MANLFPEH_00020	gene	1365	dnaA_1			
MANLFPEH_00020	CDS	1365	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
MANLFPEH_00021	gene	135	rpmH			
MANLFPEH_00021	CDS	135	rpmH		COG0230	50S ribosomal protein L34
MANLFPEH_00022	gene	378	rnpA			
MANLFPEH_00022	CDS	378	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
MANLFPEH_00023	gene	702	yidC2			
MANLFPEH_00023	CDS	702	yidC2		COG0706	Membrane protein insertase YidC 2
MANLFPEH_00024	gene	771				
MANLFPEH_00024	CDS	771				hypothetical protein
MANLFPEH_00025	gene	615	sodA1			
MANLFPEH_00025	CDS	615	sodA1	1.15.1.1		Superoxide dismutase [Mn] 1
MANLFPEH_00026	gene	201				
MANLFPEH_00026	CDS	201				hypothetical protein
MANLFPEH_00027	gene	885				
MANLFPEH_00027	CDS	885				hypothetical protein
MANLFPEH_00028	gene	828	panB			
MANLFPEH_00028	CDS	828	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
MANLFPEH_00029	gene	849	panC			
MANLFPEH_00029	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
MANLFPEH_00030	gene	1287	brnQ_1			
MANLFPEH_00030	CDS	1287	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
MANLFPEH_00031	gene	1278				
MANLFPEH_00031	CDS	1278		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
MANLFPEH_00032	gene	576				
MANLFPEH_00032	CDS	576				hypothetical protein
MANLFPEH_00033	gene	270	atpC			
MANLFPEH_00033	CDS	270	atpC			ATP synthase epsilon chain
MANLFPEH_00034	gene	1401	atpD			
MANLFPEH_00034	CDS	1401	atpD	7.2.2.1	COG0055	ATP synthase subunit beta, sodium ion specific
MANLFPEH_00035	gene	999	atpG			
MANLFPEH_00035	CDS	999	atpG		COG0224	ATP synthase gamma chain, sodium ion specific
MANLFPEH_00036	gene	1503	atpA			
MANLFPEH_00036	CDS	1503	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
MANLFPEH_00037	gene	543	atpH			
MANLFPEH_00037	CDS	543	atpH			ATP synthase subunit delta, sodium ion specific
MANLFPEH_00038	gene	507	atpF			
MANLFPEH_00038	CDS	507	atpF			ATP synthase subunit b, sodium ion specific
MANLFPEH_00039	gene	264	atpE			
MANLFPEH_00039	CDS	264	atpE			ATP synthase subunit c, sodium ion specific
MANLFPEH_00040	gene	705	atpB			
MANLFPEH_00040	CDS	705	atpB		COG0356	ATP synthase subunit a
MANLFPEH_00041	gene	402				
MANLFPEH_00041	CDS	402				hypothetical protein
MANLFPEH_00042	gene	240				
MANLFPEH_00042	CDS	240				hypothetical protein
MANLFPEH_00043	gene	630	upp			
MANLFPEH_00043	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
MANLFPEH_00044	gene	447	ywlF			
MANLFPEH_00044	CDS	447	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
MANLFPEH_00045	gene	1038	ywlC			
MANLFPEH_00045	CDS	1038	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MANLFPEH_00046	gene	1065	prfA			
MANLFPEH_00046	CDS	1065	prfA		COG0216	Peptide chain release factor 1
MANLFPEH_00047	gene	915	prmC			
MANLFPEH_00047	CDS	915	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
MANLFPEH_00048	gene	720				
MANLFPEH_00048	CDS	720				hypothetical protein
MANLFPEH_00049	gene	327				
MANLFPEH_00049	CDS	327				hypothetical protein
MANLFPEH_00050	gene	3249				
MANLFPEH_00050	CDS	3249				hypothetical protein
MANLFPEH_00051	gene	201	rpmE			
MANLFPEH_00051	CDS	201	rpmE		COG0254	50S ribosomal protein L31
MANLFPEH_00052	gene	1443	rho			
MANLFPEH_00052	CDS	1443	rho	3.6.4.-		Transcription termination factor Rho
MANLFPEH_00053	gene	108				
MANLFPEH_00053	CDS	108				hypothetical protein
MANLFPEH_00054	gene	894	gtaB			
MANLFPEH_00054	CDS	894	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MANLFPEH_00055	gene	240				
MANLFPEH_00055	CDS	240			COG1188	putative protein
MANLFPEH_00056	gene	282	hup			
MANLFPEH_00056	CDS	282	hup			DNA-binding protein HU
MANLFPEH_00057	gene	1014				
MANLFPEH_00057	CDS	1014				hypothetical protein
MANLFPEH_00058	gene	1623	spoVB			
MANLFPEH_00058	CDS	1623	spoVB		COG2244	Stage V sporulation protein B
MANLFPEH_00059	gene	1062	prsA_1			
MANLFPEH_00059	CDS	1062	prsA_1	5.2.1.8		Foldase protein PrsA
MANLFPEH_00060	gene	3405	mfd			
MANLFPEH_00060	CDS	3405	mfd	3.6.4.-		Transcription-repair-coupling factor
MANLFPEH_00061	gene	561	pth			
MANLFPEH_00061	CDS	561	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MANLFPEH_00062	gene	1167	cbiD			
MANLFPEH_00062	CDS	1167	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
MANLFPEH_00063	gene	639	cbiC			
MANLFPEH_00063	CDS	639	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
MANLFPEH_00064	gene	885	pduX			
MANLFPEH_00064	CDS	885	pduX	2.7.1.177	COG4542	L-threonine kinase
MANLFPEH_00065	gene	1092	cobD_1			
MANLFPEH_00065	CDS	1092	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
MANLFPEH_00066	gene	1041	cobD_2			
MANLFPEH_00066	CDS	1041	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
MANLFPEH_00067	gene	1371	cbiA			
MANLFPEH_00067	CDS	1371	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
MANLFPEH_00068	gene	1503	cobQ			
MANLFPEH_00068	CDS	1503	cobQ			Cobyric acid synthase
MANLFPEH_00069	gene	639	pspA_1			
MANLFPEH_00069	CDS	639	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
MANLFPEH_00070	gene	771	cobS			
MANLFPEH_00070	CDS	771	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
MANLFPEH_00071	gene	588	cobU			
MANLFPEH_00071	CDS	588	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
MANLFPEH_00072	gene	1083	cobT			
MANLFPEH_00072	CDS	1083	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MANLFPEH_00073	gene	1173	ctpB			
MANLFPEH_00073	CDS	1173	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
MANLFPEH_00074	gene	936	aptB			
MANLFPEH_00074	CDS	936	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
MANLFPEH_00075	gene	813	aptA			
MANLFPEH_00075	CDS	813	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
MANLFPEH_00076	gene	372	acpS			
MANLFPEH_00076	CDS	372	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MANLFPEH_00077	gene	1320	sasA_1			
MANLFPEH_00077	CDS	1320	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MANLFPEH_00078	gene	654	qseB			
MANLFPEH_00078	CDS	654	qseB			Transcriptional regulatory protein QseB
MANLFPEH_00079	gene	1377				
MANLFPEH_00079	CDS	1377				hypothetical protein
MANLFPEH_00080	gene	645				
MANLFPEH_00080	CDS	645			COG1136	putative ABC transporter ATP-binding protein
MANLFPEH_00081	gene	1278				
MANLFPEH_00081	CDS	1278				hypothetical protein
MANLFPEH_00082	gene	891				
MANLFPEH_00082	CDS	891				hypothetical protein
MANLFPEH_00083	gene	153				
MANLFPEH_00083	CDS	153				hypothetical protein
MANLFPEH_00084	gene	1161	resA			
MANLFPEH_00084	CDS	1161	resA			Thiol-disulfide oxidoreductase ResA
MANLFPEH_00085	gene	1041	tagU			
MANLFPEH_00085	CDS	1041	tagU	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MANLFPEH_00086	gene	789	ybiV			
MANLFPEH_00086	CDS	789	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
MANLFPEH_00087	gene	1110				
MANLFPEH_00087	CDS	1110				hypothetical protein
MANLFPEH_00088	gene	264	ptsH			
MANLFPEH_00088	CDS	264	ptsH		COG1925	Phosphocarrier protein HPr
MANLFPEH_00089	gene	1716	ptsI			
MANLFPEH_00089	CDS	1716	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MANLFPEH_00090	gene	654				
MANLFPEH_00090	CDS	654				hypothetical protein
MANLFPEH_00091	gene	900				
MANLFPEH_00091	CDS	900				hypothetical protein
MANLFPEH_00092	gene	546				
MANLFPEH_00092	CDS	546				hypothetical protein
MANLFPEH_00093	gene	888				
MANLFPEH_00093	CDS	888				hypothetical protein
MANLFPEH_00094	gene	222				
MANLFPEH_00094	CDS	222				hypothetical protein
MANLFPEH_00095	gene	975				
MANLFPEH_00095	CDS	975				hypothetical protein
MANLFPEH_00096	gene	1374	moaA_1			
MANLFPEH_00096	CDS	1374	moaA_1			GTP 3',8-cyclase
MANLFPEH_00097	gene	1668	ubiB			
MANLFPEH_00097	CDS	1668	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
MANLFPEH_00098	gene	2484				
MANLFPEH_00098	CDS	2484				hypothetical protein
MANLFPEH_00099	gene	522	apt			
MANLFPEH_00099	CDS	522	apt	2.4.2.7		Adenine phosphoribosyltransferase
MANLFPEH_00100	gene	204				
MANLFPEH_00100	CDS	204				hypothetical protein
MANLFPEH_00101	gene	351	ssrA			
MANLFPEH_00101	tmRNA	351	ssrA			transfer-messenger RNA, SsrA
MANLFPEH_00102	gene	696	rspR_1			
MANLFPEH_00102	CDS	696	rspR_1		COG1802	HTH-type transcriptional repressor RspR
MANLFPEH_00103	gene	1245	fldA_1			
MANLFPEH_00103	CDS	1245	fldA_1	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
MANLFPEH_00104	gene	1236	fldB			
MANLFPEH_00104	CDS	1236	fldB	4.2.1.-		(R)-phenyllactyl-CoA dehydratase alpha subunit
MANLFPEH_00105	gene	1119	hadC			
MANLFPEH_00105	CDS	1119	hadC	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit
MANLFPEH_00106	gene	1134	carC_1			
MANLFPEH_00106	CDS	1134	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
MANLFPEH_00107	gene	792	carD_1			
MANLFPEH_00107	CDS	792	carD_1	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
MANLFPEH_00108	gene	1008	carE_1			
MANLFPEH_00108	CDS	1008	carE_1	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
MANLFPEH_00109	gene	993	hpr			
MANLFPEH_00109	CDS	993	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
MANLFPEH_00110	gene	1326	brnQ_2			
MANLFPEH_00110	CDS	1326	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
MANLFPEH_00111	gene	1185	aspC			
MANLFPEH_00111	CDS	1185	aspC	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
MANLFPEH_00112	gene	879				
MANLFPEH_00112	CDS	879				hypothetical protein
MANLFPEH_00113	gene	3720	purL			
MANLFPEH_00113	CDS	3720	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MANLFPEH_00114	gene	1314	pdp			
MANLFPEH_00114	CDS	1314	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
MANLFPEH_00115	gene	591				
MANLFPEH_00115	CDS	591				hypothetical protein
MANLFPEH_00116	gene	1494	rsmF			
MANLFPEH_00116	CDS	1494	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
MANLFPEH_00117	gene	606	sipT			
MANLFPEH_00117	CDS	606	sipT	3.4.21.89	COG0681	Signal peptidase I T
MANLFPEH_00118	gene	1656	udk			
MANLFPEH_00118	CDS	1656	udk	2.7.1.48		Uridine kinase
MANLFPEH_00119	gene	639	pdg			
MANLFPEH_00119	CDS	639	pdg			Ultraviolet N-glycosylase/AP lyase
MANLFPEH_00120	gene	471	trmL			
MANLFPEH_00120	CDS	471	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
MANLFPEH_00121	gene	876				
MANLFPEH_00121	CDS	876				DegV domain-containing protein
MANLFPEH_00122	gene	1449	pepD_1			
MANLFPEH_00122	CDS	1449	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
MANLFPEH_00123	gene	1509	mutS2_1			
MANLFPEH_00123	CDS	1509	mutS2_1	3.1.-.-		Endonuclease MutS2
MANLFPEH_00124	gene	606	rpsD			
MANLFPEH_00124	CDS	606	rpsD		COG0522	30S ribosomal protein S4
MANLFPEH_00125	gene	744	artM_1			
MANLFPEH_00125	CDS	744	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
MANLFPEH_00126	gene	675	artQ_1			
MANLFPEH_00126	CDS	675	artQ_1		COG0765	Arginine transport system permease protein ArtQ
MANLFPEH_00127	gene	846	artP_1			
MANLFPEH_00127	CDS	846	artP_1		COG0834	Arginine-binding extracellular protein ArtP
MANLFPEH_00128	gene	282				
MANLFPEH_00128	CDS	282				hypothetical protein
MANLFPEH_00129	gene	2190				
MANLFPEH_00129	CDS	2190				hypothetical protein
MANLFPEH_00130	gene	549				
MANLFPEH_00130	CDS	549				hypothetical protein
MANLFPEH_00131	gene	1269				
MANLFPEH_00131	CDS	1269				hypothetical protein
MANLFPEH_00132	gene	495	sigM			
MANLFPEH_00132	CDS	495	sigM		COG1595	ECF RNA polymerase sigma factor SigM
MANLFPEH_00133	gene	1083				
MANLFPEH_00133	CDS	1083				hypothetical protein
MANLFPEH_00134	gene	450				
MANLFPEH_00134	CDS	450				hypothetical protein
MANLFPEH_00135	gene	354				
MANLFPEH_00135	CDS	354				hypothetical protein
MANLFPEH_00136	gene	672				
MANLFPEH_00136	CDS	672				hypothetical protein
MANLFPEH_00137	gene	600				
MANLFPEH_00137	CDS	600				hypothetical protein
MANLFPEH_00138	gene	486				
MANLFPEH_00138	CDS	486				hypothetical protein
MANLFPEH_00139	gene	1548	rny			
MANLFPEH_00139	CDS	1548	rny	3.1.-.-	COG1418	Ribonuclease Y
MANLFPEH_00140	gene	1626				
MANLFPEH_00140	CDS	1626				hypothetical protein
MANLFPEH_00141	gene	1083				
MANLFPEH_00141	CDS	1083				hypothetical protein
MANLFPEH_00142	gene	450	fur			
MANLFPEH_00142	CDS	450	fur		COG0735	Ferric uptake regulation protein
MANLFPEH_00143	gene	417	yrrK			
MANLFPEH_00143	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MANLFPEH_00144	gene	2280				
MANLFPEH_00144	CDS	2280				hypothetical protein
MANLFPEH_00145	gene	261				
MANLFPEH_00145	CDS	261				hypothetical protein
MANLFPEH_00146	gene	2637	alaS_1			
MANLFPEH_00146	CDS	2637	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
MANLFPEH_00147	gene	285				
MANLFPEH_00147	CDS	285				hypothetical protein
MANLFPEH_00148	gene	585				
MANLFPEH_00148	CDS	585				hypothetical protein
MANLFPEH_00149	gene	426				
MANLFPEH_00149	CDS	426			COG0716	Flavodoxin
MANLFPEH_00150	gene	903				
MANLFPEH_00150	CDS	903		3.1.1.23	COG2267	Monoacylglycerol lipase
MANLFPEH_00151	gene	1929				
MANLFPEH_00151	CDS	1929				hypothetical protein
MANLFPEH_00152	gene	846				
MANLFPEH_00152	CDS	846				hypothetical protein
MANLFPEH_00153	gene	753	lacR			
MANLFPEH_00153	CDS	753	lacR			Lactose phosphotransferase system repressor
MANLFPEH_00154	gene	915	lacC			
MANLFPEH_00154	CDS	915	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
MANLFPEH_00155	gene	1875	fruA			
MANLFPEH_00155	CDS	1875	fruA		COG1299	PTS system fructose-specific EIIABC component
MANLFPEH_00156	gene	246				
MANLFPEH_00156	CDS	246				hypothetical protein
MANLFPEH_00157	gene	1053				
MANLFPEH_00157	CDS	1053		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
MANLFPEH_00158	gene	135				
MANLFPEH_00158	CDS	135				hypothetical protein
MANLFPEH_00159	gene	1404	bioB_1			
MANLFPEH_00159	CDS	1404	bioB_1	2.8.1.6		Biotin synthase
MANLFPEH_00160	gene	804	bglK			
MANLFPEH_00160	CDS	804	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
MANLFPEH_00161	gene	465	yfkJ			
MANLFPEH_00161	CDS	465	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
MANLFPEH_00162	gene	1332	mepA_1			
MANLFPEH_00162	CDS	1332	mepA_1			Multidrug export protein MepA
MANLFPEH_00163	gene	582				
MANLFPEH_00163	CDS	582				hypothetical protein
MANLFPEH_00164	gene	711				
MANLFPEH_00164	CDS	711				hypothetical protein
MANLFPEH_00165	gene	1329				
MANLFPEH_00165	CDS	1329				hypothetical protein
MANLFPEH_00166	gene	3081	smc_1			
MANLFPEH_00166	CDS	3081	smc_1			Chromosome partition protein Smc
MANLFPEH_00167	gene	1224	cpdA			
MANLFPEH_00167	CDS	1224	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MANLFPEH_00168	gene	2736	addA			
MANLFPEH_00168	CDS	2736	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
MANLFPEH_00169	gene	531	dapB			
MANLFPEH_00169	CDS	531	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MANLFPEH_00170	gene	720	dapH			
MANLFPEH_00170	CDS	720	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MANLFPEH_00171	gene	1152	scmP			
MANLFPEH_00171	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
MANLFPEH_00172	gene	1077	alr			
MANLFPEH_00172	CDS	1077	alr	5.1.1.1		Alanine racemase
MANLFPEH_00173	gene	1296	lysA			
MANLFPEH_00173	CDS	1296	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MANLFPEH_00174	gene	228				
MANLFPEH_00174	CDS	228				IS200/IS605 family transposase ISDha13
MANLFPEH_00175	gene	1086				
MANLFPEH_00175	CDS	1086				hypothetical protein
MANLFPEH_00176	gene	396				
MANLFPEH_00176	CDS	396				IS110 family transposase ISBth13
MANLFPEH_00177	gene	1281	serS			
MANLFPEH_00177	CDS	1281	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MANLFPEH_00178	gene	1377	alsT_1			
MANLFPEH_00178	CDS	1377	alsT_1		COG1115	Amino-acid carrier protein AlsT
MANLFPEH_00179	gene	195				
MANLFPEH_00179	CDS	195				hypothetical protein
MANLFPEH_00180	gene	207	glgC			
MANLFPEH_00180	CDS	207	glgC	2.7.7.27		Glucose-1-phosphate adenylyltransferase
MANLFPEH_00181	gene	1425	glgA			
MANLFPEH_00181	CDS	1425	glgA	2.4.1.21	COG0297	Glycogen synthase
MANLFPEH_00182	gene	2391	glgP			
MANLFPEH_00182	CDS	2391	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
MANLFPEH_00183	gene	2412				
MANLFPEH_00183	CDS	2412				hypothetical protein
MANLFPEH_00184	gene	1365				
MANLFPEH_00184	CDS	1365				hypothetical protein
MANLFPEH_00185	gene	873	moaA_2			
MANLFPEH_00185	CDS	873	moaA_2	4.1.99.22		GTP 3',8-cyclase
MANLFPEH_00186	gene	1629				
MANLFPEH_00186	CDS	1629				hypothetical protein
MANLFPEH_00187	gene	1002	add			
MANLFPEH_00187	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
MANLFPEH_00188	gene	1017	hmo			
MANLFPEH_00188	CDS	1017	hmo	1.1.3.46		4-hydroxymandelate oxidase
MANLFPEH_00189	gene	792	rnhB			
MANLFPEH_00189	CDS	792	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MANLFPEH_00190	gene	1164	alr1			
MANLFPEH_00190	CDS	1164	alr1	5.1.1.1	COG0787	Alanine racemase 1
MANLFPEH_00191	gene	885	rbgA			
MANLFPEH_00191	CDS	885	rbgA		COG1161	Ribosome biogenesis GTPase A
MANLFPEH_00192	gene	357	rplS			
MANLFPEH_00192	CDS	357	rplS		COG0335	50S ribosomal protein L19
MANLFPEH_00193	gene	1224	tyrS			
MANLFPEH_00193	CDS	1224	tyrS	6.1.1.1		Tyrosine--tRNA ligase
MANLFPEH_00194	gene	1158				
MANLFPEH_00194	CDS	1158				hypothetical protein
MANLFPEH_00195	gene	726	trmD			
MANLFPEH_00195	CDS	726	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
MANLFPEH_00196	gene	519	rimM			
MANLFPEH_00196	CDS	519	rimM			Ribosome maturation factor RimM
MANLFPEH_00197	gene	234				
MANLFPEH_00197	CDS	234				hypothetical protein
MANLFPEH_00198	gene	273	rpsP			
MANLFPEH_00198	CDS	273	rpsP		COG0228	30S ribosomal protein S16
MANLFPEH_00199	gene	1359	ffh			
MANLFPEH_00199	CDS	1359	ffh		COG0541	Signal recognition particle protein
MANLFPEH_00200	gene	354				
MANLFPEH_00200	CDS	354				hypothetical protein
MANLFPEH_00201	gene	375	aspT			
MANLFPEH_00201	CDS	375	aspT			Aspartate/alanine antiporter
MANLFPEH_00202	gene	1338				
MANLFPEH_00202	CDS	1338		1.6.99.3		putative NADH oxidase
MANLFPEH_00203	gene	411				
MANLFPEH_00203	CDS	411				hypothetical protein
MANLFPEH_00204	gene	1284	brnQ_3			
MANLFPEH_00204	CDS	1284	brnQ_3		COG1114	Branched-chain amino acid transport system 2 carrier protein
MANLFPEH_00205	gene	1968				
MANLFPEH_00205	CDS	1968				hypothetical protein
MANLFPEH_00206	gene	426				
MANLFPEH_00206	CDS	426				hypothetical protein
MANLFPEH_00207	gene	1740				
MANLFPEH_00207	CDS	1740		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
MANLFPEH_00208	gene	774	dtd3			
MANLFPEH_00208	CDS	774	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
MANLFPEH_00209	gene	522	niaR			
MANLFPEH_00209	CDS	522	niaR		COG1827	putative transcription repressor NiaR
MANLFPEH_00210	gene	1821				
MANLFPEH_00210	CDS	1821				hypothetical protein
MANLFPEH_00211	gene	1266	clpX			
MANLFPEH_00211	CDS	1266	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MANLFPEH_00212	gene	585	clpP			
MANLFPEH_00212	CDS	585	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MANLFPEH_00213	gene	1284	tig			
MANLFPEH_00213	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
MANLFPEH_00214	gene	474				
MANLFPEH_00214	CDS	474		3.1.4.-		Putative metallophosphoesterase MG207 
MANLFPEH_00215	gene	1461	rph			
MANLFPEH_00215	CDS	1461	rph	2.7.7.56		Ribonuclease PH
MANLFPEH_00216	gene	2109	ligA			
MANLFPEH_00216	CDS	2109	ligA	6.5.1.2		DNA ligase
MANLFPEH_00217	gene	465	bcp			
MANLFPEH_00217	CDS	465	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
MANLFPEH_00218	gene	636	opuCD			
MANLFPEH_00218	CDS	636	opuCD		COG1174	Carnitine transport permease protein OpuCD
MANLFPEH_00219	gene	1662				
MANLFPEH_00219	CDS	1662				hypothetical protein
MANLFPEH_00220	gene	357	opuCA			
MANLFPEH_00220	CDS	357	opuCA	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
MANLFPEH_00221	gene	342				
MANLFPEH_00221	CDS	342				hypothetical protein
MANLFPEH_00222	gene	642				
MANLFPEH_00222	CDS	642				hypothetical protein
MANLFPEH_00223	gene	567				
MANLFPEH_00223	CDS	567				hypothetical protein
MANLFPEH_00224	gene	498	ruvC			
MANLFPEH_00224	CDS	498	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
MANLFPEH_00225	gene	612	ruvA			
MANLFPEH_00225	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MANLFPEH_00226	gene	1014	ruvB			
MANLFPEH_00226	CDS	1014	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MANLFPEH_00227	gene	1026	queA			
MANLFPEH_00227	CDS	1026	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MANLFPEH_00228	gene	1119	tgt			
MANLFPEH_00228	CDS	1119	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
MANLFPEH_00229	gene	321	yajC			
MANLFPEH_00229	CDS	321	yajC		COG1862	Sec translocon accessory complex subunit YajC
MANLFPEH_00230	gene	144				
MANLFPEH_00230	CDS	144				hypothetical protein
MANLFPEH_00231	gene	954	lytC_1			
