locus_tag	ftype	length_bp	gene	EC_number	COG	product
JMJHKOJE_00216	CDS	543	nusG			Transcription termination/antitermination protein NusG
JMJHKOJE_00217	gene	426	rplK			
JMJHKOJE_00217	CDS	426	rplK		COG0080	50S ribosomal protein L11
JMJHKOJE_00218	gene	699	rplA			
JMJHKOJE_00218	CDS	699	rplA			50S ribosomal protein L1
JMJHKOJE_00219	gene	522	rplJ			
JMJHKOJE_00219	CDS	522	rplJ		COG0244	50S ribosomal protein L10
JMJHKOJE_00220	gene	369	rplL			
JMJHKOJE_00220	CDS	369	rplL			50S ribosomal protein L7/L12
JMJHKOJE_00221	gene	1140	pgl			
JMJHKOJE_00221	CDS	1140	pgl	3.1.1.31		6-phosphogluconolactonase
JMJHKOJE_00222	gene	741				
JMJHKOJE_00222	CDS	741				hypothetical protein
JMJHKOJE_00223	gene	468	alsT_2			
JMJHKOJE_00223	CDS	468	alsT_2		COG1115	Amino-acid carrier protein AlsT
JMJHKOJE_00224	gene	195				
JMJHKOJE_00224	CDS	195				hypothetical protein
JMJHKOJE_00225	gene	729				
JMJHKOJE_00225	CDS	729				hypothetical protein
JMJHKOJE_00226	gene	768	thiG			
JMJHKOJE_00226	CDS	768	thiG	2.8.1.10	COG2022	Thiazole synthase
JMJHKOJE_00227	gene	1176	thiH			
JMJHKOJE_00227	CDS	1176	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
JMJHKOJE_00228	gene	1176	tadA			
JMJHKOJE_00228	CDS	1176	tadA	3.5.4.33		tRNA-specific adenosine deaminase
